trace_id,trace_path,num_gpus,scheduler,seed,avg_jct,p95_jct,slowdown_mean,slowdown_p95,sla,gpu_utilization,energy_kwh,thermal_stability,scheduling_latency_ms,jct_cv,fairness_jain,energy_per_job_kwh,action_entropy
trace_001,/home/ubuntu/dynamic_cluster/real_traces/trace_001.csv,2,StaticEqual,2099831579,450.09765625,865.0,1.0114259831003274,1.0442265775561284,0.0078125,0.9868785726658583,9.516458333332853,3.261501999024649,0.002332132564955082,0.5872982158489719,0.743539094547649,0.03717366536458146,0.0
trace_001,/home/ubuntu/dynamic_cluster/real_traces/trace_001.csv,2,StaticEqual,1719224948,483.90557939914163,871.9999999999999,1.008684839018076,1.0269105832037282,0.008583690987124463,0.9887028176501861,9.316458333332994,3.077580589696166,0.0022814249208973677,0.5280684173566884,0.7819487118532426,0.03998479971387551,0.0
trace_001,/home/ubuntu/dynamic_cluster/real_traces/trace_001.csv,2,StaticEqual,1239279430,484.3632075471698,855.0,1.010027204952444,1.041385972041029,0.009433962264150943,0.981789199111197,8.494930555556122,3.808116436295131,0.0023206918175759537,0.5289284108094678,0.7813932979083538,0.04007042714884963,0.0
trace_001,/home/ubuntu/dynamic_cluster/real_traces/trace_001.csv,2,StaticPriority,1330413609,445.2173913043478,846.9999999999999,1.0099604300686524,1.0345870251565858,0.019762845849802372,0.988243123336291,9.299652777777442,3.077057418309212,0.00247814004575361,0.5496183474129285,0.7680017727313646,0.03675752086078041,0.0
trace_001,/home/ubuntu/dynamic_cluster/real_traces/trace_001.csv,2,StaticPriority,949806978,458.3267716535433,831.75,1.0114110128558684,1.0473808530191009,0.015748031496062992,0.9862526766595289,9.617708333332796,3.3326582989519333,0.0025207416160177736,0.5555425393072795,0.7641593884281028,0.0378649934383181,0.0
trace_001,/home/ubuntu/dynamic_cluster/real_traces/trace_001.csv,2,StaticPriority,569200347,483.02222222222224,865.0,1.009301392634464,1.027386493967824,0.008888888888888889,0.9877399210212141,8.9814583333333,3.243865012527434,0.002416806271063575,0.5083198144344704,0.7946668106458112,0.03991759259259245,0.0
trace_001,/home/ubuntu/dynamic_cluster/real_traces/trace_001.csv,2,EDF,423718835,463.76050420168065,820.0,1.009286471671932,1.028875346980973,0.008403361344537815,0.9860471416960174,9.120208333333224,3.3484375588273703,0.002407233228162301,0.5239595902955987,0.7846007033425365,0.03832020308123203,0.0
trace_001,/home/ubuntu/dynamic_cluster/real_traces/trace_001.csv,2,EDF,2091256965,478.7109375,860.0,1.0095109668205426,1.0399389767590344,0.0078125,0.984174646972894,10.132916666665736,3.5382585610933486,0.002390909258277471,0.5307357978485734,0.7802256569012157,0.03958170572916303,0.0
trace_001,/home/ubuntu/dynamic_cluster/real_traces/trace_001.csv,2,EDF,1710650334,449.60176991150445,840.0,1.0087048798164353,1.0261961064125549,0.01327433628318584,0.9828817372591215,8.397638888889485,3.679507301721933,0.002482965461301947,0.5445361755870969,0.7712956781493909,0.037157694198626044,0.0
trace_001,/home/ubuntu/dynamic_cluster/real_traces/trace_001.csv,2,SRPT,843942810,479.04135338345867,873.75,1.0097722283807378,1.0390341959846041,0.07142857142857142,0.9864272862395369,10.532013888887539,3.2884272512963415,0.0023228784941794656,0.5406129033584801,0.77383669806971,0.03959403717626894,0.0
