workload,intensity,num_gpus,super_high_load,regime_id,scheduler,seed,avg_jct,p95_jct,slowdown_mean,slowdown_p95,sla,gpu_utilization,energy_kwh,queue_len_mean,jct_cv,fairness_jain,scheduler_overhead_ms,action_entropy
base,low,4,0,base_low_4gpus,EDF,1880271225,487.1551724137931,821.2499999999999,1.0085020122223953,1.032035886094121,0.10344827586206896,0.9479661016949152,2.146875000000008,13.465762711864407,0.4343234888036406,0.8412998165800061,0.004310861078951255,0.0
base,low,4,0,base_low_4gpus,EDF,1499664594,492.1212121212121,843.75,1.0087718455170231,1.0196278454144454,0.18181818181818182,0.9087054833239118,2.4783333333332815,14.280949689089882,0.5057092853838345,0.796341998998449,0.004368539321755674,0.0
base,low,4,0,base_low_4gpus,EDF,1019719076,449.2741935483871,867.4999999999998,1.0112150903803414,1.0468510266739324,0.12903225806451613,0.9324644549763034,2.11798611111113,10.150304671631686,0.6019784727559393,0.7340106343895401,0.004249482713984962,0.0
base,low,4,0,base_low_4gpus,EDF,639112445,458.94736842105266,807.0,1.009702200211019,1.0298346947224621,0.15789473684210525,0.9098101265822784,1.9943750000000158,9.035161744022503,0.5124487481914908,0.7920141407288612,0.004158744006786095,0.0
base,low,4,0,base_low_4gpus,EDF,258505814,463.6231884057971,846.9999999999999,1.0095283369171182,1.024967623568543,0.14492753623188406,0.9329304245283019,2.433124999999967,15.46933962264151,0.5234833514242523,0.7849079043323022,0.004314076108439278,0.0
base,low,4,0,base_low_4gpus,SRPT,465476915,417.58620689655174,735.75,1.0106603592587655,1.0353826855698172,0.5862068965517241,0.9268009295120062,1.8411111111111234,5.876065065840434,0.5191106382648492,0.7877266796761906,0.004352735140926106,0.0
base,low,4,0,base_low_4gpus,SRPT,84870284,477.6470588235294,802.5,1.0075770314154513,1.02245091330615,0.5490196078431373,0.8894833948339483,1.862152777777794,6.050922509225092,0.49116835189817815,0.805641845452046,0.0043616766742399695,0.0
base,low,4,0,base_low_4gpus,SRPT,1752408414,470.8333333333333,817.5,1.011132217911598,1.048554806535133,0.3484848484848485,0.9155747468731388,2.3682638888888685,10.967837998808815,0.5035817431961325,0.7977060704239878,0.004238010711547491,0.0
base,low,4,0,base_low_4gpus,SRPT,1371801783,451.9672131147541,875.0,1.013143681305194,1.0474295354144096,0.4098360655737705,0.9186320754716981,2.0995138888889104,8.247304582210242,0.5791603651828561,0.7488243110486388,0.004490729732380244,0.0
base,low,4,0,base_low_4gpus,SRPT,991195152,474.3076923076923,850.0,1.008570932682383,1.0289943069257663,0.4153846153846154,0.9305979255643685,2.3460416666666495,8.953630262355095,0.5440282518401279,0.7716247416386725,0.004182587488495607,0.0
base,low,4,0,base_low_4gpus,DynamicHeuristic,2056645512,458.3333333333333,860.0,1.0096151647406155,1.021527967855438,0.2982456140350877,0.9176136363636364,1.9900000000000218,10.119318181818182,0.5574502320379515,0.7629215481699173,0.004441294725604001,0.0
base,low,4,0,base_low_4gpus,DynamicHeuristic,1676038881,455.98039215686276,852.5,1.0128182112269961,1.0446087159176745,0.19607843137254902,0.9148766905330151,1.7718055555555723,7.381066030230708,0.5513224790715823,0.7668967626285557,0.004318001666045158,0.0
base,low,4,0,base_low_4gpus,DynamicHeuristic,1196093363,483.05970149253733,840.0,1.0082259887707496,1.0237031715372065,0.1044776119402985,0.9278679026651216,2.4640277777777504,14.626882966396291,0.5244370668572232,0.7842926651745542,0.004415396388972486,0.0
base,low,4,0,base_low_4gpus,DynamicHeuristic,815486732,453.46153846153845,843.9999999999999,1.012741181411557,1.062571584785365,0.23076923076923078,0.9253968253968254,1.7944444444444527,7.436507936507937,0.5907425469687786,0.741302616934372,0.004381676112571436,0.0
base,low,4,0,base_low_4gpus,DynamicHeuristic,335541214,465.4032258064516,834.75,1.0113646780728127,1.0339922863669075,0.12903225806451613,0.9050412175015853,2.201319444444445,12.68421052631579,0.5149495840024226,0.7904056927062783,0.0043606760727239275,0.0
base,low,4,0,base_low_4gpus,RLMetaDQN,357422016,431.271186440678,855.5,1.0106491090641971,1.0306713348640868,0.2033898305084746,0.9259941089837997,1.935138888888905,9.751104565537556,0.6177833541914419,0.723769015308664,0.27574280501967047,1.6081936462989437
base,low,4,0,base_low_4gpus,RLMetaDQN,2024960146,512.6785714285714,855.0,1.0076330663775683,1.0240245781334334,0.08928571428571429,0.9013950538998098,2.1933333333333285,12.101458465440711,0.47285136201381117,0.8172682834932974,0.27807741211113074,1.6082824460297502
base,low,4,0,base_low_4gpus,RLMetaDQN,1644353515,474.11764705882354,848.0,1.008106076845512,1.0303949680297737,0.1323529411764706,0.9241019698725377,2.4549999999999725,15.033024333719583,0.47111698733627844,0.8183632759675167,0.2822800775915225,1.6082927659240271
base,low,4,0,base_low_4gpus,RLMetaDQN,1164407997,509.1509433962264,850.0,1.0074399640319118,1.0179418372014961,0.1320754716981132,0.9051490514905149,2.060555555555558,10.334010840108402,0.4299800830028096,0.843965276076517,0.27549008953473075,1.608195630434729
base,low,4,0,base_low_4gpus,RLMetaDQN,783801366,420.5147058823529,809.5,1.0100402841116414,1.028317400271227,0.10294117647058823,0.9418333333333333,2.1704861111111193,15.370666666666667,0.5508279826266017,0.767217433437762,0.2736159199945784,1.6083272072474162
base,low,8,0,base_low_8gpus,StaticEqual,725146766,479.765625,802.7499999999999,1.0090633902832644,1.0394809166806762,0.65625,0.8185614224137931,2.238958333333344,3.1842672413793105,0.5015704266624817,0.7989946136338675,0.0062911607183823125,0.0
base,low,8,0,base_low_8gpus,StaticEqual,245201248,490.8490566037736,845.0,1.008666877668467,1.0280605491841677,0.7358490566037735,0.7573529411764706,1.9062500000000027,1.2835294117647058,0.4823118334828967,0.8112769411256514,0.005858957687023041,0.0
base,low,8,0,base_low_8gpus,StaticEqual,2012078265,441.6666666666667,848.7499999999999,1.0107377613955395,1.045613626181631,0.8888888888888888,0.6783659378596087,1.7581944444444464,0.7548906789413119,0.5760827769048187,0.7508232593944231,0.00572612314748656,0.0
base,low,8,0,base_low_8gpus,StaticEqual,1532132747,457.4166666666667,845.5,1.007598812409384,1.0195677512398755,0.6166666666666667,0.8136990407673861,2.0009027777777844,2.6858513189448443,0.48910157869992016,0.8069589855750198,0.005797633056529424,0.0
base,low,8,0,base_low_8gpus,StaticEqual,1151526116,487.6515151515151,893.75,1.0100643419135686,1.0364087909635704,0.696969696969697,0.8535637727759914,2.341736111111118,1.8306538049303323,0.550214508555085,0.7676152312019532,0.005839784555526456,0.0
base,low,8,0,base_low_8gpus,StaticPriority,775675004,479.77941176470586,883.25,1.0126894643291189,1.0397185089058667,0.7205882352941176,0.8487118822292324,2.3740972222222174,2.8906414300736065,0.5648589550339675,0.7581123868065346,0.006191634144778456,0.0
base,low,8,0,base_low_8gpus,StaticPriority,395068373,493.5593220338983,851.9999999999999,1.0081095383963676,1.0230229216588862,0.7288135593220338,0.8321304849884527,2.122013888888875,1.8198614318706698,0.4995851927751576,0.8002654545550635,0.005914779588261266,0.0
base,low,8,0,base_low_8gpus,StaticPriority,14461742,420.50847457627117,820.5,1.0101376811568146,1.0394192337155246,0.9830508474576272,0.7366286057692307,1.8179861111111069,0.3076923076923077,0.57715347439823,0.750127821961906,0.005883398986183098,0.0
base,low,8,0,base_low_8gpus,StaticPriority,1681999872,447.0149253731343,840.0,1.0099069226586748,1.0321823871787899,0.7910447761194029,0.8118146929824561,2.183263888888889,2.5197368421052633,0.4996434915081073,0.8002281491376672,0.005721706050583937,0.0
base,low,8,0,base_low_8gpus,StaticPriority,1301393241,418.0508474576271,822.9999999999998,1.0125698559266196,1.044287459607197,0.864406779661017,0.7702275600505689,1.8022222222222122,0.7699115044247787,0.6119678072877586,0.727534852969847,0.005659419827177348,0.0
base,low,8,0,base_low_8gpus,EDF,554095352,445.3448275862069,835.75,1.0084440430991755,1.0302909424015851,1.0,0.7008781558726674,1.9001388888888762,0.29088913282107576,0.5180036249405606,0.7884397354712317,0.005783627830618536,0.0
base,low,8,0,base_low_8gpus,EDF,74149834,481.55737704918033,840.0,1.0067268643786713,1.0148409029731373,0.7868852459016393,0.7562434963579605,2.1522222222222145,1.7741935483870968,0.493495685746598,0.8041571761801098,0.005663346561470479,0.0
base,low,8,0,base_low_8gpus,EDF,1841026851,501.68918918918916,851.75,1.0087354580796866,1.0385145316809483,0.4594594594594595,0.8636043233082706,2.700208333333337,6.283834586466165,0.5000005940423421,0.799999619812218,0.0056726551390186486,0.0
base,low,8,0,base_low_8gpus,EDF,1361081333,478.13432835820896,873.5,1.0095276194912475,1.0412299636969822,0.7313432835820896,0.8053861788617886,2.338055555555552,2.5995934959349594,0.5412314829369302,0.7734361688788293,0.005768099626726414,0.0
base,low,8,0,base_low_8gpus,EDF,980474702,426.6666666666667,838.0,1.0130655320275788,1.0438403185840937,0.9841269841269841,0.8069562575941677,1.9590972222222272,1.2223572296476306,0.5823289177684657,0.7467663327462323,0.006202353317110052,0.0
base,low,8,0,base_low_8gpus,SRPT,1187445803,416.9811320754717,789.0,1.0144570660532581,1.0654940427849087,0.9811320754716981,0.6608656174334141,1.631041666666671,0.4915254237288136,0.5816810279932122,0.7471871290626129,0.005420202048076543,0.0
base,low,8,0,base_low_8gpus,SRPT,806839172,486.9230769230769,814.0,1.0080516009493319,1.0216879610069194,0.8,0.8393622722400857,2.3049305555555644,2.3108252947481245,0.45670802174927383,0.8274157817528233,0.005774327779277592,0.0
base,low,8,0,base_low_8gpus,SRPT,426232541,454.35185185185185,828.9999999999998,1.0106250529674186,1.0403820879040646,0.7962962962962963,0.7078471411901983,1.8040972222222271,1.6954492415402567,0.5530883647316267,0.7657514659970417,0.005685129608250416,0.0
base,low,8,0,base_low_8gpus,SRPT,2093770671,448.3898305084746,856.4999999999999,1.0088407602651062,1.0215875717900318,0.8983050847457628,0.7155361050328227,1.9436111111111134,0.8260393873085339,0.5712342412700196,0.7539723646251364,0.005354905686393702,0.0
base,low,8,0,base_low_8gpus,SRPT,1713164040,430.95238095238096,864.0,1.014146246240898,1.0491559402241104,0.7619047619047619,0.6488152804642167,2.007152777777783,2.016441005802708,0.619843214311145,0.72243602578815,0.005275996201950877,0.0
base,low,8,0,base_low_8gpus,DynamicHeuristic,631130752,521.5178571428571,855.0,1.008132284157488,1.0187759113590777,0.9642857142857143,0.7485766045548654,2.142847222222207,0.8002070393374742,0.46376207004062076,0.8229942908784317,0.005685968936325049,0.0
base,low,8,0,base_low_8gpus,DynamicHeuristic,250524121,433.5593220338983,840.5,1.0113291596949225,1.03280297910117,0.9322033898305084,0.7552270011947432,1.872152777777769,0.6953405017921147,0.5932970216307115,0.7396442286486943,0.005572618878868786,0.0
base,low,8,0,base_low_8gpus,DynamicHeuristic,2017401138,466.98275862068965,845.75,1.0091640714389498,1.0302911844208822,0.9137931034482759,0.7853165298944901,1.9792361111111045,0.8347010550996483,0.5289442652174944,0.781383057504035,0.005848804245643418,0.0
base,low,8,0,base_low_8gpus,DynamicHeuristic,1537455620,467.280701754386,801.9999999999997,1.0088861977310297,1.0250044298072425,0.8596491228070176,0.7580552359033371,1.950555555555555,0.7917146144994246,0.5423823619795891,0.7726908631125847,0.0055178423132559865,0.0
base,low,8,0,base_low_8gpus,DynamicHeuristic,1156848989,473.13432835820896,842.0,1.0099288001409212,1.0319250306586134,0.8059701492537313,0.8477027027027026,2.306597222222228,1.9524324324324325,0.5291125543148711,0.7812743567561701,0.006098265821000913,0.0
base,low,8,0,base_low_8gpus,RLMetaDQN,1079390904,440.16129032258067,864.2499999999999,1.011967447725223,1.035502722346774,0.6935483870967742,0.8001186239620404,1.990694444444442,2.0652431791221826,0.5774546448890242,0.749932205994289,0.27231744368417543,1.6076531787784074
base,low,8,0,base_low_8gpus,RLMetaDQN,599445386,494.811320754717,837.0,1.0096075351077043,1.0283873016055665,0.9622641509433962,0.7391799544419134,1.9247222222222196,0.784738041002278,0.5064122307571962,0.7958910707033862,0.28467773446791483,1.607269845003419
base,low,8,0,base_low_8gpus,RLMetaDQN,218838755,439.6666666666667,836.4999999999999,1.0129749180673824,1.0524517425565567,0.9333333333333333,0.6639511201629328,1.9474999999999982,0.8635437881873728,0.5877626906610449,0.7432374788399202,0.2788945061546824,1.6072801545778264
base,low,8,0,base_low_8gpus,RLMetaDQN,1985715772,506.6666666666667,869.5,1.0076210908277827,1.0243755273468307,0.5555555555555556,0.7948943661971831,2.3328472222222256,3.551307847082495,0.5227972142095901,0.7853504329119948,0.2891258641037321,1.6080288353340486
base,low,8,0,base_low_8gpus,RLMetaDQN,1505770254,475.0,850.0,1.0069791003462263,1.0244318500810894,0.9180327868852459,0.8008379888268157,2.1152777777777696,0.8201117318435754,0.5214616534580387,0.7862115748509407,0.27942777557334963,1.607282486974194
base,low,16,0,base_low_16gpus,StaticEqual,34280437,482.734375,876.9999999999999,1.0089960863346472,1.0281621604723434,1.0,0.48873081841432225,2.231874999999996,0.08184143222506395,0.5738577945937826,0.7522684079763536,0.007410166308964433,0.0
base,low,16,0,base_low_16gpus,StaticEqual,1701818567,483.1818181818182,850.0,1.0080534280024516,1.023260617541753,1.0,0.3804976851851852,1.9463888888888794,0.06365740740740741,0.5006793359120524,0.7995651661365096,0.0068417222994159805,0.0
base,low,16,0,base_low_16gpus,StaticEqual,1321211936,449.29824561403507,866.0,1.0154207051420077,1.0711862588090841,1.0,0.39520911360799,1.8699305555555465,0.07116104868913857,0.6014085479266651,0.7343803316989623,0.007483548060793211,0.0
base,low,16,0,base_low_16gpus,StaticEqual,841266418,415.80882352941177,838.0,1.010119024333065,1.0381040720432266,1.0,0.42635836385836384,2.0536805555555495,0.08302808302808302,0.5915384212950798,0.7407858991205086,0.007195996332507676,0.0
base,low,16,0,base_low_16gpus,StaticEqual,460659787,446.5686274509804,842.5,1.011529105871235,1.0412567437592322,1.0,0.3475308641975309,1.6763888888888914,0.06296296296296296,0.5825655051038083,0.7466126736952816,0.0071619630124373935,0.0
base,low,16,0,base_low_16gpus,StaticPriority,1743068388,501.14285714285717,852.4999999999999,1.009154773904267,1.0293880426505844,1.0,0.5192882775119617,2.5279166666666595,0.08373205741626795,0.510207790292487,0.7934543259993243,0.007676310837199203,0.0
base,low,16,0,base_low_16gpus,StaticPriority,1362461757,465.51724137931035,830.0,1.0102748141058633,1.0274386731131957,1.0,0.3909543325526932,1.973472222222217,0.06791569086651054,0.5051365785229444,0.7967092955319361,0.007099254159117772,0.0
base,low,16,0,base_low_16gpus,StaticPriority,882516239,420.44117647058823,804.75,1.0113372554894904,1.0499269920051137,1.0,0.404033180778032,2.083194444444434,0.07780320366132723,0.5451734939865489,0.7708827481021427,0.006977084560122115,0.0
base,low,16,0,base_low_16gpus,StaticPriority,501909608,482.3611111111111,855.0,1.0105582018142079,1.0348835317802294,1.0,0.49956395348837207,2.5062499999999885,0.16279069767441862,0.5077624005780494,0.795024636957836,0.007279724411281952,0.0
base,low,16,0,base_low_16gpus,StaticPriority,121302977,528.75,858.25,1.0064604882574357,1.0192547949563744,1.0,0.3612068965517241,1.8666666666666565,0.05517241379310345,0.43745446380633446,0.8393723319416427,0.00704138740614838,0.0
base,low,16,0,base_low_16gpus,EDF,1422149849,407.77777777777777,769.5,1.0087121063369495,1.0197865766397725,1.0,0.37011376896149356,1.8811805555555572,0.073512252042007,0.568654283969667,0.7556478853315476,0.00704868739827285,0.0
base,low,16,0,base_low_16gpus,EDF,1041543218,469.9107142857143,877.5,1.0096755602868421,1.0391390358906751,1.0,0.3988204656862745,1.9213194444444415,0.06862745098039216,0.5603205600046267,0.7610586792196941,0.00745626344973525,0.0
base,low,16,0,base_low_16gpus,EDF,660936587,508.47457627118644,850.0,1.0091262842904343,1.0240415741796904,1.0,0.4243571428571429,2.1843749999999944,0.06742857142857143,0.4979704364262804,0.8012983882951318,0.00721971777134708,0.0
base,low,16,0,base_low_16gpus,EDF,180991069,487.0689655172414,852.25,1.0094634045553517,1.028574177000249,1.0,0.4140995260663507,2.0588888888888777,0.06872037914691943,0.5086554458529389,0.7944513215180398,0.007115726346291836,0.0
base,low,16,0,base_low_16gpus,EDF,1947868086,455.96153846153845,755.7499999999999,1.0124119101431615,1.0339172848982323,1.0,0.35104790419161674,1.7444444444444462,0.06227544910179641,0.5124336764025067,0.7920238304222508,0.006868014520614179,0.0
base,low,16,0,base_low_16gpus,SRPT,1401239211,494.82758620689657,832.25,1.0079057498997162,1.02879557492212,1.0,0.4072534403669725,2.0940277777777654,0.06651376146788991,0.49583950534716975,0.8026604565699584,0.007295507912037023,0.0
base,low,16,0,base_low_16gpus,SRPT,921293693,491.3207547169811,845.0,1.0108270008600324,1.036518883573247,1.0,0.3759480746791132,1.908958333333341,0.061843640606767794,0.5150622902495765,0.7903331739259201,0.006995452552992533,0.0
base,low,16,0,base_low_16gpus,SRPT,540687062,494.4117647058824,852.5,1.0108842569626326,1.048995859459674,1.0,0.38661710037174724,1.8454166666666676,0.06319702602230483,0.5131885107963167,0.7915384867488255,0.00699117221529659,0.0
base,low,16,0,base_low_16gpus,SRPT,60741544,391.1194029850746,827.4999999999999,1.0111106613846228,1.0384289415363663,1.0,0.37384393063583815,1.9166666666666627,0.07745664739884393,0.6142027288311533,0.7260872290202897,0.00703450506169489,0.0
